shipment_id,order_id,priority,warehouse_code,vehicle_id,vehicle_type,driver_id,driver_name,estimated_delivery,eta_status,decision_status,business_explanation
SHP004024,ORD004024,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-08-08 01:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004025,ORD004025,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-11-06 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004026,ORD004026,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-02-22 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004027,ORD004027,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-08-25 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004028,ORD004028,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-04-04 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004029,ORD004029,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-01-05 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004030,ORD004030,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-01-13 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004031,ORD004031,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-03-13 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004032,ORD004032,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-03-09 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004033,ORD004033,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-08-25 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004034,ORD004034,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-05-08 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004035,ORD004035,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-24 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004036,ORD004036,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-05-29 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004037,ORD004037,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-07-24 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004038,ORD004038,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-09-26 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004039,ORD004039,Express,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-11-07 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004040,ORD004040,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-05-11 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004041,ORD004041,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-09-15 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004042,ORD004042,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-11-05 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004043,ORD004043,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-08-02 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004044,ORD004044,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-15 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004045,ORD004045,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-04-21 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004046,ORD004046,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-03-18 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004047,ORD004047,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-11-29 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004048,ORD004048,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-11 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004049,ORD004049,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-07-24 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004050,ORD004050,Standard,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-04-16 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004051,ORD004051,Express,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-05-06 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004052,ORD004052,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-07-12 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004053,ORD004053,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-12-02 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004054,ORD004054,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-07-02 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004055,ORD004055,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-09-05 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004056,ORD004056,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-06-09 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004057,ORD004057,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-03-18 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004058,ORD004058,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-01-15 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004059,ORD004059,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-07-10 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004060,ORD004060,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-11-11 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004061,ORD004061,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-05-27 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004062,ORD004062,Express,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-03-06 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004063,ORD004063,Express,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-09-23 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004064,ORD004064,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-09-17 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004065,ORD004065,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-12-06 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004066,ORD004066,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-03-16 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004067,ORD004067,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-11-12 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004068,ORD004068,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-01-24 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004069,ORD004069,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-04-10 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004070,ORD004070,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-03-21 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004071,ORD004071,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-04-20 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004072,ORD004072,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-05-17 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004073,ORD004073,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-08-30 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004074,ORD004074,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-02-10 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004075,ORD004075,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-07-11 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004076,ORD004076,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-11-22 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004077,ORD004077,Express,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-12-08 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004078,ORD004078,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-12-16 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004079,ORD004079,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-01-12 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004080,ORD004080,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-09-18 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004081,ORD004081,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-01-28 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004082,ORD004082,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-03-17 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004083,ORD004083,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-05-10 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004084,ORD004084,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-10-06 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004085,ORD004085,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-08-06 06:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004086,ORD004086,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-05-07 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004087,ORD004087,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-02-04 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004088,ORD004088,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-08-12 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004089,ORD004089,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-06-21 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004090,ORD004090,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-09-09 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004091,ORD004091,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-07-27 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004092,ORD004092,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-11-09 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004093,ORD004093,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-11-01 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004094,ORD004094,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-02-13 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004095,ORD004095,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-09-12 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004096,ORD004096,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-01-27 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004097,ORD004097,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-03-12 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004098,ORD004098,Express,CCU_RDC,VEH036,Medium Truck,DRV040,Rajesh Sharma,2025-12-25 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse CCU_RDC assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004099,ORD004099,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-01-23 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004100,ORD004100,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-01-20 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004101,ORD004101,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-01-03 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004102,ORD004102,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-02-25 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004103,ORD004103,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-09-29 03:36,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004104,ORD004104,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-02-03 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004105,ORD004105,Standard,BLR_RDC,VEH023,Mini Truck,DRV024,Mohit Das,2025-11-28 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse BLR_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004106,ORD004106,Express,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-11-08 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004107,ORD004107,Express,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-07-21 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004108,ORD004108,Standard,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-08-22 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004109,ORD004109,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-12-02 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004110,ORD004110,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-05-02 09:00,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004111,ORD004111,Standard,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-05-06 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004112,ORD004112,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-01-19 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004113,ORD004113,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-03-18 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004114,ORD004114,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-02-08 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004115,ORD004115,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-10-25 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004116,ORD004116,Express,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-07-30 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004117,ORD004117,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-10-28 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004118,ORD004118,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-12-02 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004119,ORD004119,Standard,HYD_RDC,VEH029,Mini Truck,DRV029,Akash Yadav,2025-04-11 07:30,In Transit,Operational Ready,Shipment is ready for dispatch. Warehouse HYD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: In Transit.
SHP004120,ORD004120,Standard,DEL_RDC,VEH014,Mini Truck,DRV014,Sachin Patel,2025-05-12 15:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse DEL_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004121,ORD004121,Express,AMD_RDC,VEH018,Mini Truck,DRV018,Prakash Joshi,2025-12-05 03:00,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse AMD_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004122,ORD004122,Express,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-03-10 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004123,ORD004123,Express,MAA_RDC,VEH034,Mini Truck,DRV034,Dinesh Das,2025-12-06 00:40,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MAA_RDC assigned. Vehicle Mini Truck allocated. Driver assigned successfully. ETA status: On Time.
SHP004124,ORD004124,Standard,NAG_NH,VEH008,Medium Truck,DRV007,Sunil Joshi,2025-12-26 18:00,Long Distance,Operational Ready,Shipment is ready for dispatch. Warehouse NAG_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: Long Distance.
SHP004125,ORD004125,Standard,MUM_NH,VEH003,Medium Truck,DRV001,Rahul Yadav,2025-08-03 00:48,On Time,Operational Ready,Shipment is ready for dispatch. Warehouse MUM_NH assigned. Vehicle Medium Truck allocated. Driver assigned successfully. ETA status: On Time.
